agency_identifier,allocation_transfer_agency,availability_type_code,beginning_period_of_availa,by_direct_reimbursable_fun,deobligations_recov_by_pro_cpe,ending_period_of_availabil,gross_outlay_amount_by_pro_cpe,gross_outlay_amount_by_pro_fyb,gross_outlays_delivered_or_cpe,gross_outlays_delivered_or_fyb,gross_outlays_undelivered_cpe,gross_outlays_undelivered_fyb,main_account_code,object_class,obligations_delivered_orde_cpe,obligations_delivered_orde_fyb,obligations_incurred_by_pr_cpe,obligations_undelivered_or_cpe,obligations_undelivered_or_fyb,program_activity_code,program_activity_name,sub_account_code,ussgl480100_undelivered_or_cpe,ussgl480100_undelivered_or_fyb,ussgl480200_undelivered_or_cpe,ussgl480200_undelivered_or_fyb,ussgl483100_undelivered_or_cpe,ussgl483200_undelivered_or_cpe,ussgl487100_downward_adjus_cpe,ussgl487200_downward_adjus_cpe,ussgl488100_upward_adjustm_cpe,ussgl488200_upward_adjustm_cpe,ussgl490100_delivered_orde_cpe,ussgl490100_delivered_orde_fyb,ussgl490200_delivered_orde_cpe,ussgl490800_authority_outl_cpe,ussgl490800_authority_outl_fyb,ussgl493100_delivered_orde_cpe,ussgl497100_downward_adjus_cpe,ussgl497200_downward_adjus_cpe,ussgl498100_upward_adjustm_cpe,ussgl498200_upward_adjustm_cpe,fiscal_year,period,tas,tas_with_sub
17,,,,D,0,,-77,0,-77,0,0,0,1205,410,0,0,0,-64692,-64770,3,Planning,5,-64692,-64770,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,0,0,0,0,2017,9,017-0000-0000- -1205,017-0000-0000- -1205-005
17,,,, ,0,,0,0,0,0,0,0,1205,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,017-0000-0000- -1205,017-0000-0000- -1205-005
21,,,, ,0,,0,0,0,0,0,0,2020,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,021-0000-0000- -2020,021-0000-0000- -2020-005
21,,,, ,0,,0,0,0,0,0,0,2065,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,021-0000-0000- -2065,021-0000-0000- -2065-005
21,,,, ,0,,0,0,0,0,0,0,2050,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,021-0000-0000- -2050,021-0000-0000- -2050-005
21,,,, ,0,,0,0,0,0,0,0,2050,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,021-0000-0000- -2050,021-0000-0000- -2050-005
21,,,, ,0,,0,0,0,0,0,0,2050,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,021-0000-0000- -2050,021-0000-0000- -2050-005
21,,,, ,0,,0,0,0,0,0,0,2050,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,021-0000-0000- -2050,021-0000-0000- -2050-005
21,,,,D,0,,-5758,0,-5758,0,0,0,2050,410,0,0,0,-2874,-8632,3,Planning,5,-2874,-8632,0,0,0,0,0,0,0,0,0,0,-5758,0,0,0,0,0,0,0,2017,9,021-0000-0000- -2050,021-0000-0000- -2050-005
21,,,, ,0,,0,0,0,0,0,0,2086,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,021-0000-0000- -2086,021-0000-0000- -2086-005
57,,,,D,0,,-5,0,-5,0,0,0,3400,252,0,0,0,0,-5,1,Operating Forces,5,0,-5,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,251,,0,0,0,0,0,0,3400,410,0,0,0,-251,-251,1,Operating Forces,5,-251,-251,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,54,,-25,0,-25,0,0,0,3400,252,0,0,0,-54,-79,1,Operating Forces,5,-54,-79,0,0,0,0,54,0,0,0,0,0,-25,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,867,,-5,0,-5,0,0,0,3400,252,0,0,0,-867,-872,1,Operating Forces,5,-867,-872,0,0,0,0,867,0,0,0,0,0,-5,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,1,0,1,0,0,0,3400,240,0,0,0,-1,0,1,Operating Forces,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-311,0,-311,0,0,0,3400,251,0,0,0,0,-311,1,Operating Forces,5,0,-311,0,0,0,0,0,0,0,0,0,0,-311,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,728,,-76,0,-76,0,0,0,3400,252,0,0,0,-733,-809,1,Operating Forces,5,-733,-809,0,0,0,0,728,0,0,0,0,0,-76,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-31,0,-31,0,0,0,3400,410,0,0,0,-6,-37,1,Operating Forces,5,-6,-37,0,0,0,0,0,0,0,0,0,0,-31,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,, ,0,,0,0,0,0,0,0,3300,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3300,057-0000-0000- -3300-005
57,,,,D,-6,,-11,0,-11,0,0,0,3400,0,6,-3,-3,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,8,-3,-11,0,0,0,-6,0,-2,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,167,,-19,0,-19,0,0,0,3400,111,-167,-185,-1,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,-167,-185,-19,0,0,0,167,0,0,-1,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,3,,0,0,0,0,0,0,3400,115,-3,-4,0,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,-3,-4,0,0,0,0,3,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,1,,0,0,0,0,0,0,3400,118,-1,-1,0,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,48,,-6,0,-6,0,0,0,3400,121,-48,-53,-1,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,-47,-53,-6,0,0,0,48,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,1,,-3,0,-3,0,0,0,3400,210,0,0,0,-1,-3,1,Operating Forces,5,-1,-3,0,0,0,0,1,0,0,0,0,0,-3,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-5,0,-5,0,0,0,3400,232,0,0,0,0,-5,1,Operating Forces,5,0,-5,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,1,,0,0,0,0,0,0,3400,240,0,0,0,-1,-1,1,Operating Forces,5,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,108,,-539,0,-539,0,0,0,3400,251,0,-16,0,-606,-1128,1,Operating Forces,5,-606,-1128,0,0,0,0,108,0,0,0,0,-16,-539,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,1,,-7778,0,-7778,0,0,0,3400,252,-190,0,-420,-5589,-13138,1,Operating Forces,5,-5170,-13138,0,0,0,0,1,0,-419,0,-190,0,-7778,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,0,0,0,0,0,0,3400,258,0,0,0,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,0,0,0,0,0,0,3400,310,0,0,0,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,177,,-1574,0,-1574,0,0,0,3400,410,0,0,0,-978,-2552,1,Operating Forces,5,-978,-2552,0,0,0,0,177,0,0,0,0,0,-1574,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-240,0,-240,0,0,0,3400,0,0,0,-240,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,-240,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-268,0,-268,0,0,0,3400,111,0,0,-268,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,-268,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,0,0,0,0,0,0,3400,113,0,0,0,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-4,0,-4,0,0,0,3400,115,0,0,-4,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-71,0,-71,0,0,0,3400,121,0,0,-71,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-34,0,-34,0,0,0,3400,210,-1,0,-47,-12,0,1,Operating Forces,5,-12,0,0,0,0,0,0,0,0,0,-1,0,-34,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-1,0,-1,0,0,0,3400,232,0,0,-8,-7,0,1,Operating Forces,5,-7,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-1,0,-1,0,0,0,3400,233,0,0,-1,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-1,0,-1,0,0,0,3400,240,0,0,-1,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-5,0,-5,0,0,0,3400,251,-16,0,-360,-339,0,1,Operating Forces,5,-339,0,0,0,0,0,0,0,0,0,-16,0,-5,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-628,0,-628,0,0,0,3400,252,0,0,-9758,-9130,0,1,Operating Forces,5,-9130,0,0,0,0,0,0,0,0,0,0,0,-628,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,0,0,0,0,0,0,3400,253,0,0,0,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,0,0,0,0,0,0,3400,257,0,0,0,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-2,0,-2,0,0,0,3400,258,0,0,-2,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-18,0,-18,0,0,0,3400,260,0,0,-18,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,-18,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,0,0,0,0,0,0,3400,310,0,0,0,0,0,1,Operating Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
57,,,,D,0,,-732,0,-732,0,0,0,3400,410,0,0,-1206,-475,0,1,Operating Forces,5,-475,0,0,0,0,0,0,0,0,0,0,0,-732,0,0,0,0,0,0,0,2017,9,057-0000-0000- -3400,057-0000-0000- -3400-005
69,,,,D,0,,0,0,0,0,0,0,123,0,0,0,0,518,518,0,Unknown,5,518,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0123,069-0000-0000- -0123-005
69,,,,D,0,,0,0,0,0,0,0,123,410,0,0,0,-518,-518,0,Unknown,5,-518,-518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0123,069-0000-0000- -0123-005
69,,,, ,0,,0,0,0,0,0,0,651,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0651,069-0000-0000- -0651-005
69,,,, ,0,,0,0,0,0,0,0,722,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0722,069-0000-0000- -0722-005
69,,,, ,0,,0,0,0,0,0,0,1119,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -1119,069-0000-0000- -1119-005
69,,,, ,0,,0,0,0,0,0,0,1127,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -1127,069-0000-0000- -1127-005
69,,,, ,0,,0,0,0,0,0,0,1129,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -1129,069-0000-0000- -1129-005
69,,,,D,0,,-277,0,-277,0,0,0,8020,410,0,0,0,-4364,-4641,12,Section 406 Safety Belt Performance NASS Modernization (no-year limitation),5,-4364,-4641,0,0,0,0,0,0,0,0,0,0,-277,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8020,069-0000-0000- -8020-005
69,,,,D,165,,-1956,0,-1956,0,0,0,143,410,-1056,-973,0,-2569,-4488,1,National Infrastructure Investments Grants,5,-2449,-4488,0,0,0,0,285,0,-120,0,-1056,-973,-1956,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-97,0,-97,0,0,0,143,253,0,0,0,-85,-182,2,Award & Oversight,5,-85,-182,0,0,0,0,0,0,0,0,0,0,-97,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-11279,0,-11279,0,0,0,143,410,-3148,-7273,0,-7181,-14334,1,National Infrastructure Investments Grants,5,-7181,-14334,0,0,0,0,0,0,0,0,-3148,-7273,-11279,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-23,0,-23,0,0,0,143,253,0,0,0,-137,-160,2,Award & Oversight,5,-137,-160,0,0,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-171,0,-171,0,0,0,143,257,0,-16,0,0,-155,2,Award & Oversight,5,0,-155,0,0,0,0,0,0,0,0,0,-16,-171,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-12627,0,-12627,0,0,0,143,410,-941,-6763,0,-7798,-14603,1,National Infrastructure Investments Grants,5,-7798,-14603,0,0,0,0,0,0,0,0,-941,-6763,-12627,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-42,0,-42,0,0,0,143,253,0,0,0,-151,-193,2,Award & Oversight,5,-151,-193,0,0,0,0,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-4,0,-4,0,0,0,143,257,0,-4,0,0,0,2,Award & Oversight,5,0,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-27919,0,-27919,0,0,0,143,410,-5633,-1423,0,-38442,-70570,1,National Infrastructure Investments Grants,5,-38442,-70570,0,0,0,0,0,0,0,0,-5633,-1423,-27919,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,125,,-38967,0,-38967,0,0,0,143,410,-14208,-3631,0,-201118,-250663,1,National Infrastructure Investments Grants,5,-201118,-250663,0,0,0,0,125,0,0,0,-14208,-3631,-38967,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,0,0,0,0,0,0,143,0,0,0,0,0,0,2,Award & Oversight,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,2,,-8,0,-8,0,0,0,143,111,-2,-10,0,0,0,2,Award & Oversight,5,0,0,0,0,0,0,0,0,0,0,-2,-10,-8,0,0,0,2,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,0,0,0,0,0,0,143,115,0,0,0,0,0,2,Award & Oversight,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,0,0,0,0,0,0,143,118,0,0,0,0,0,2,Award & Oversight,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,1,,-3,0,-3,0,0,0,143,121,-1,-3,0,0,0,2,Award & Oversight,5,0,0,0,0,0,0,0,0,0,0,-1,-3,-3,0,0,0,1,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,1,,-9,0,-9,0,0,0,143,210,0,0,0,-1,-9,2,Award & Oversight,5,-1,-9,0,0,0,0,1,0,0,0,0,0,-9,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-5261,0,-5261,0,0,0,143,410,-875,-1011,-108341,-108378,-5161,1,National Infrastructure Investments Grants,5,-108378,-5161,0,0,0,0,0,0,0,0,-875,-1011,-5261,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-11,0,-11,0,0,0,143,0,0,0,-11,0,0,2,Award & Oversight,5,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-284,0,-284,0,0,0,143,111,-18,0,-302,0,0,2,Award & Oversight,5,0,0,0,0,0,0,0,0,0,0,-18,0,-284,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-95,0,-95,0,0,0,143,121,-6,0,-102,0,0,2,Award & Oversight,5,0,0,0,0,0,0,0,0,0,0,-6,0,-95,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-80,0,-80,0,0,0,143,210,-2,0,-128,-49,-3,2,Award & Oversight,5,-49,-3,0,0,0,0,0,0,0,0,-2,0,-80,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,-2,0,-2,0,0,0,143,251,0,0,-2,0,0,2,Award & Oversight,5,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,0,0,0,0,0,0,143,252,-203,0,-10000,-9797,0,1,National Infrastructure Investments Grants,5,-9797,0,0,0,0,0,0,0,0,0,-203,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
69,,,,D,0,,0,0,0,0,0,0,143,410,-806,0,-13500,-12694,0,1,National Infrastructure Investments Grants,5,-12694,0,0,0,0,0,0,0,0,0,-806,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -0143,069-0000-0000- -0143-005
97,,,,D,0,,-101,0,-101,0,0,0,512,410,0,0,0,-214,-314,1,BRAC 2005,5,-214,-314,0,0,0,0,0,0,0,0,0,0,-101,0,0,0,0,0,0,0,2017,9,097-0000-0000- -0512,097-0000-0000- -0512-005
97,,,,D,0,,0,0,0,0,0,0,516,0,0,0,0,0,0,1,Department of Defense Base Closure Account (Direct).,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,097-0000-0000- -0516,097-0000-0000- -0516-005
97,,,,D,2,,0,0,0,0,0,0,516,111,-2,-2,0,0,0,1,Department of Defense Base Closure Account (Direct).,5,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,2,0,0,0,2017,9,097-0000-0000- -0516,097-0000-0000- -0516-005
97,,,,D,0,,0,0,0,0,0,0,516,115,0,0,0,0,0,1,Department of Defense Base Closure Account (Direct).,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,097-0000-0000- -0516,097-0000-0000- -0516-005
97,,,,D,0,,0,0,0,0,0,0,516,118,0,0,0,0,0,1,Department of Defense Base Closure Account (Direct).,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,097-0000-0000- -0516,097-0000-0000- -0516-005
97,,,,D,0,,0,0,0,0,0,0,516,121,0,0,0,0,0,1,Department of Defense Base Closure Account (Direct).,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,097-0000-0000- -0516,097-0000-0000- -0516-005
97,,,,D,0,,-60,0,-60,0,0,0,516,410,0,0,0,-23055,-23115,1,Department of Defense Base Closure Account (Direct).,5,-23055,-23115,0,0,0,0,0,0,0,0,0,0,-60,0,0,0,0,0,0,0,2017,9,097-0000-0000- -0516,097-0000-0000- -0516-005
97,,,, ,0,,0,0,0,0,0,0,391,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,097-0000-0000- -0391,097-0000-0000- -0391-005
97,,,,D,231,,0,0,0,0,0,0,391,410,0,0,0,-231,-231,1,Major Construction,5,-231,-231,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,097-0000-0000- -0391,097-0000-0000- -0391-005
97,,,, ,0,,0,0,0,0,0,0,500,0,0,0,0,0,0,0,UNKNOWN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,097-0000-0000- -0500,097-0000-0000- -0500-005
97,,,,D,1,,-1,0,-1,0,0,0,500,0,-1,-1,0,0,0,1,Construction,5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,2017,9,097-0000-0000- -0500,097-0000-0000- -0500-005
97,,,,D,105,,-2,0,-2,0,0,0,500,111,-105,-108,0,0,0,1,Construction,5,0,0,0,0,0,0,0,0,0,0,-105,-108,-2,0,0,0,105,0,0,0,2017,9,097-0000-0000- -0500,097-0000-0000- -0500-005
97,,,,D,2,,0,0,0,0,0,0,500,115,-2,-2,0,0,0,1,Construction,5,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,2,0,0,0,2017,9,097-0000-0000- -0500,097-0000-0000- -0500-005
97,,,,D,1,,0,0,0,0,0,0,500,118,-1,-1,0,0,0,1,Construction,5,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,2017,9,097-0000-0000- -0500,097-0000-0000- -0500-005
97,,,,D,30,,-1,0,-1,0,0,0,500,121,-30,-31,0,0,0,1,Construction,5,0,0,0,0,0,0,0,0,0,0,-30,-31,-1,0,0,0,30,0,0,0,2017,9,097-0000-0000- -0500,097-0000-0000- -0500-005
97,,,,D,0,,-4,0,-4,0,0,0,500,252,0,0,0,-24,-29,1,Construction,5,-24,-29,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,2017,9,097-0000-0000- -0500,097-0000-0000- -0500-005
309,,,,D,10,,-420,0,-420,0,0,0,200,410,0,0,-1052,-1091,-459,101,Appalachian development highway system (Pre-1998 funds:),5,-1091,-459,0,0,0,0,10,0,0,0,0,0,-420,0,0,0,0,0,0,0,2017,9,309-0000-0000- -0200,309-0000-0000- -0200-005
69,,,,D,0,,0,109,0,0,109,109,8048,210,101,101,0,-2,-2,1,Border Modernization and Maintenance,0,-2,-2,109,109,0,0,0,0,0,0,101,101,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8048,069-0000-0000- -8048-000
69,,,,D,0,,-3526,0,-3526,0,0,0,8048,231,0,0,0,-8791,-12317,1,Border Modernization and Maintenance,0,-8791,-12317,0,0,0,0,0,0,0,0,0,0,-3526,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8048,069-0000-0000- -8048-000
69,,,,D,0,,0,0,0,0,0,0,8048,252,123,123,0,-119,-119,1,Border Modernization and Maintenance,0,-119,-119,0,0,0,0,0,0,0,0,123,123,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8048,069-0000-0000- -8048-000
69,,,,D,80,,0,-1000,0,0,-1000,-1000,8048,253,704,704,0,1622,1622,1,Border Modernization and Maintenance,0,1622,1622,-1000,-1000,0,0,80,0,0,0,704,704,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8048,069-0000-0000- -8048-000
69,,,,D,0,,0,0,0,0,0,0,8048,330,0,0,0,0,0,1,Border Modernization and Maintenance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8048,069-0000-0000- -8048-000
69,,,,D,360,,0,891,0,0,891,891,8048,410,-928,-928,0,-2417,-2417,1,Border Modernization and Maintenance,0,-2417,-2417,891,891,0,0,360,0,0,0,-928,-928,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8048,069-0000-0000- -8048-000
69,,,,D,0,,0,0,0,0,0,0,8055,111,0,0,0,0,0,0,Unknown/Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8055,069-0000-0000- -8055-000
